LEA_NAME,STATE,ZIP,OP
ADDISON CENTRAL SCHOOL DISTRICT,NEW YORK,14801,3
AFTON CENTRAL SCHOOL DISTRICT,NEW YORK,13730,2
AKRON CENTRAL SCHOOL DISTRICT,NEW YORK,14001,3
ALBANY CITY SCHOOL DISTRICT,NEW YORK,12207,17
ALBION CENTRAL SCHOOL DISTRICT,NEW YORK,14411,3
ALDEN CENTRAL SCHOOL DISTRICT,NEW YORK,14004,4
ALEXANDER CENTRAL SCHOOL DISTRICT,NEW YORK,14005,2
ALEXANDRIA CENTRAL SCHOOL DISTRICT,NEW YORK,13607,2
ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,NEW YORK,14804,2
WINDSOR CENTRAL SCHOOL DISTRICT,NEW YORK,13865,4
ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,13131,2
AMAGANSETT UNION FREE SCHOOL DISTRICT,NEW YORK,11930,1
AMHERST CENTRAL SCHOOL DISTRICT,NEW YORK,14226,4
AMITYVILLE UNION FREE SCHOOL DISTRICT,NEW YORK,11701,5
AMSTERDAM CITY SCHOOL DISTRICT,NEW YORK,12010,6
ANDES CENTRAL SCHOOL DISTRICT,NEW YORK,13731,1
ANDOVER CENTRAL SCHOOL DISTRICT,NEW YORK,14806,1
SCHENEVUS CENTRAL SCHOOL DISTRICT,NEW YORK,12155,1
ARDSLEY UNION FREE SCHOOL DISTRICT,NEW YORK,10502,3
ARGYLE CENTRAL SCHOOL DISTRICT,NEW YORK,12809,2
ARKPORT CENTRAL SCHOOL DISTRICT,NEW YORK,14807,1
ARLINGTON CENTRAL SCHOOL DISTRICT,NEW YORK,12540,11
ATTICA CENTRAL SCHOOL DISTRICT,NEW YORK,14011,3
AUBURN CITY SCHOOL DISTRICT,NEW YORK,13021,7
AVOCA CENTRAL SCHOOL DISTRICT,NEW YORK,14809,1
AVON CENTRAL SCHOOL DISTRICT,NEW YORK,14414,3
BABYLON UNION FREE SCHOOL DISTRICT,NEW YORK,11702,3
BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,NEW YORK,13733,3
BALDWIN UNION FREE SCHOOL DISTRICT,NEW YORK,11510,7
BALDWINSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,13027,8
BALLSTON SPA CENTRAL SCHOOL DISTRICT,NEW YORK,12020,6
BARKER CENTRAL SCHOOL DISTRICT,NEW YORK,14012,2
BATAVIA CITY SCHOOL DISTRICT,NEW YORK,14020,4
BATH CENTRAL SCHOOL DISTRICT,NEW YORK,14810,3
BAY SHORE UNION FREE SCHOOL DISTRICT,NEW YORK,11706,7
BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,NEW YORK,11705,5
BEACON CITY SCHOOL DISTRICT,NEW YORK,12508,6
BEAVER RIVER CENTRAL SCHOOL DISTRICT,NEW YORK,13305,3
BEEKMANTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,12992,4
BELFAST CENTRAL SCHOOL DISTRICT,NEW YORK,14711,1
BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,NEW YORK,13605,1
BELLMORE UNION FREE SCHOOL DISTRICT,NEW YORK,11710,3
BEMUS POINT CENTRAL SCHOOL DISTRICT,NEW YORK,14712,2
BERKSHIRE UNION FREE SCHOOL DISTRICT,NEW YORK,12029,2
BERLIN CENTRAL SCHOOL DISTRICT,NEW YORK,12022,2
BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,NEW YORK,12023,2
BETHLEHEM CENTRAL SCHOOL DISTRICT,NEW YORK,12054,7
BETHPAGE UNION FREE SCHOOL DISTRICT,NEW YORK,11714,5
GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,NEW YORK,13776,2
KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,NEW YORK,10950,1
BINGHAMTON CITY SCHOOL DISTRICT,NEW YORK,13901,10
EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,NEW YORK,14469,3
BOLTON CENTRAL SCHOOL DISTRICT,NEW YORK,12814,1
ADIRONDACK CENTRAL SCHOOL DISTRICT,NEW YORK,13309,4
BRADFORD CENTRAL SCHOOL DISTRICT,NEW YORK,14815,1
BRENTWOOD UNION FREE SCHOOL DISTRICT,NEW YORK,11717,17
BREWSTER CENTRAL SCHOOL DISTRICT,NEW YORK,10509,4
BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,NEW YORK,10510,3
BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,NEW YORK,11932,1
BRIGHTON CENTRAL SCHOOL DISTRICT,NEW YORK,14618,4
BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),NEW YORK,12180,2
BROCKPORT CENTRAL SCHOOL DISTRICT,NEW YORK,14420,5
BROCTON CENTRAL SCHOOL DISTRICT,NEW YORK,14716,2
BRONXVILLE UNION FREE SCHOOL DISTRICT,NEW YORK,10708,3
BROOKFIELD CENTRAL SCHOOL DISTRICT,NEW YORK,13314,1
BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,NEW YORK,12916,2
BUFFALO CITY SCHOOL DISTRICT,NEW YORK,14202,63
BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,NEW YORK,12019,5
BYRAM HILLS CENTRAL SCHOOL DISTRICT,NEW YORK,10504,4
BYRON-BERGEN CENTRAL SCHOOL DISTRICT,NEW YORK,14416,2
CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,NEW YORK,12413,3
CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,NEW YORK,14423,3
CAMBRIDGE CENTRAL SCHOOL DISTRICT,NEW YORK,12816,2
CAMDEN CENTRAL SCHOOL DISTRICT,NEW YORK,13316,4
CANAJOHARIE CENTRAL SCHOOL DISTRICT,NEW YORK,13317,3
CANANDAIGUA CITY SCHOOL DISTRICT,NEW YORK,14424,3
CANASERAGA CENTRAL SCHOOL DISTRICT,NEW YORK,14822,1
CANASTOTA CENTRAL SCHOOL DISTRICT,NEW YORK,13032,4
CANDOR CENTRAL SCHOOL DISTRICT,NEW YORK,13743,2
CANTON CENTRAL SCHOOL DISTRICT,NEW YORK,13617,3
SPACKENKILL UNION FREE SCHOOL DISTRICT,NEW YORK,12603,4
CARLE PLACE UNION FREE SCHOOL DISTRICT,NEW YORK,11514,3
CARMEL CENTRAL SCHOOL DISTRICT,NEW YORK,12563,6
CARTHAGE CENTRAL SCHOOL DISTRICT,NEW YORK,13619,5
CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,14782,2
CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,NEW YORK,13033,3
CATSKILL CENTRAL SCHOOL DISTRICT,NEW YORK,12414,3
CAZENOVIA CENTRAL SCHOOL DISTRICT,NEW YORK,13035,3
CENTER MORICHES UNION FREE SCHOOL DISTRICT,NEW YORK,11934,3
CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,NEW YORK,11722,8
CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,NEW YORK,13036,6
CHAPPAQUA CENTRAL SCHOOL DISTRICT,NEW YORK,10514,6
GRAND ISLAND CENTRAL SCHOOL DISTRICT,NEW YORK,14072,5
CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,13750,1
CHATEAUGAY CENTRAL SCHOOL DISTRICT,NEW YORK,12920,2
CHATHAM CENTRAL SCHOOL DISTRICT,NEW YORK,12037,3
CHAZY UNION FREE SCHOOL DISTRICT,NEW YORK,12921,2
CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,NEW YORK,14225,3
CHENANGO FORKS CENTRAL SCHOOL DISTRICT,NEW YORK,13901,3
CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,13901,4
WESTHILL CENTRAL SCHOOL DISTRICT,NEW YORK,13219,4
CHESTER UNION FREE SCHOOL DISTRICT,NEW YORK,10918,2
RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,NEW YORK,14772,2
CHITTENANGO CENTRAL SCHOOL DISTRICT,NEW YORK,13037,4
CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,NEW YORK,14428,5
CINCINNATUS CENTRAL SCHOOL DISTRICT,NEW YORK,13040,3
CLARENCE CENTRAL SCHOOL DISTRICT,NEW YORK,14031,6
THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,NEW YORK,13624,4
CLEVELAND HILL UNION FREE SCHOOL DISTRICT,NEW YORK,14225,3
CLIFTON-FINE CENTRAL SCHOOL DISTRICT,NEW YORK,13690,2
CLINTON CENTRAL SCHOOL DISTRICT,NEW YORK,13323,3
CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,NEW YORK,14433,3
CLYMER CENTRAL SCHOOL DISTRICT,NEW YORK,14724,1
COHOES CITY SCHOOL DISTRICT,NEW YORK,12047,5
COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,NEW YORK,11724,4
COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,NEW YORK,13625,1
COMMACK UNION FREE SCHOOL DISTRICT,NEW YORK,11731,8
CONNETQUOT CENTRAL SCHOOL DISTRICT,NEW YORK,11716,10
COOPERSTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,13326,2
COPENHAGEN CENTRAL SCHOOL DISTRICT,NEW YORK,13626,1
COPIAGUE UNION FREE SCHOOL DISTRICT,NEW YORK,11726,6
PEMBROKE CENTRAL SCHOOL DISTRICT,NEW YORK,14036,3
CORINTH CENTRAL SCHOOL DISTRICT,NEW YORK,12822,3
CORNING CITY SCHOOL DISTRICT,NEW YORK,14870,9
CORNWALL CENTRAL SCHOOL DISTRICT,NEW YORK,12520,5
CORTLAND CITY SCHOOL DISTRICT,NEW YORK,13045,5
MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,NEW YORK,10570,2
COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,NEW YORK,12051,4
CROTON-HARMON UNION FREE SCHOOL DISTRICT,NEW YORK,10520,3
CROWN POINT CENTRAL SCHOOL DISTRICT,NEW YORK,12928,1
DANSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,14437,3
DERUYTER CENTRAL SCHOOL DISTRICT,NEW YORK,13052,2
DEER PARK UNION FREE SCHOOL DISTRICT,NEW YORK,11729,5
DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,NEW YORK,13753,2
YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,NEW YORK,14173,4
DEPEW UNION FREE SCHOOL DISTRICT,NEW YORK,14043,3
DEPOSIT CENTRAL SCHOOL DISTRICT,NEW YORK,13754,2
JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,NEW YORK,13214,5
DOBBS FERRY UNION FREE SCHOOL DISTRICT,NEW YORK,10522,3
DOVER UNION FREE SCHOOL DISTRICT,NEW YORK,12522,4
DOWNSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,13755,1
DRYDEN CENTRAL SCHOOL DISTRICT,NEW YORK,13053,5
DUANESBURG CENTRAL SCHOOL DISTRICT,NEW YORK,12053,2
DUNDEE CENTRAL SCHOOL DISTRICT,NEW YORK,14837,2
DUNKIRK CITY SCHOOL DISTRICT,NEW YORK,14048,6
EAST AURORA UNION FREE SCHOOL DISTRICT,NEW YORK,14052,3
EAST GREENBUSH CENTRAL SCHOOL DISTRICT,NEW YORK,12061,7
EAST HAMPTON UNION FREE SCHOOL DISTRICT,NEW YORK,11937,3
EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,NEW YORK,14609,6
EAST ISLIP UNION FREE SCHOOL DISTRICT,NEW YORK,11752,6
EAST MEADOW UNION FREE SCHOOL DISTRICT,NEW YORK,11590,9
EAST MORICHES UNION FREE SCHOOL DISTRICT,NEW YORK,11940,2
EAST QUOGUE UNION FREE SCHOOL DISTRICT,NEW YORK,11942,1
EAST ROCHESTER UNION FREE SCHOOL DISTRICT,NEW YORK,14445,2
EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,NEW YORK,11518,3
EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,NEW YORK,13057,7
EAST WILLISTON UNION FREE SCHOOL DISTRICT,NEW YORK,11568,3
EASTCHESTER UNION FREE SCHOOL DISTRICT,NEW YORK,10709,5
GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,NEW YORK,10522,3
EDEN CENTRAL SCHOOL DISTRICT,NEW YORK,14057,3
EDGEMONT UNION FREE SCHOOL DISTRICT,NEW YORK,10583,3
EDINBURG COMMON SCHOOL DISTRICT,NEW YORK,12134,1
EDMESTON CENTRAL SCHOOL DISTRICT,NEW YORK,13335,1
ELBA CENTRAL SCHOOL DISTRICT,NEW YORK,14058,2
ELDRED CENTRAL SCHOOL DISTRICT,NEW YORK,12732,2
ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,NEW YORK,12932,0
ELLENVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12428,3
ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,14731,2
ELMIRA CITY SCHOOL DISTRICT,NEW YORK,14901,11
ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,NEW YORK,14903,3
ELMONT UNION FREE SCHOOL DISTRICT,NEW YORK,11003,6
ELMSFORD UNION FREE SCHOOL DISTRICT,NEW YORK,10523,3
ELWOOD UNION FREE SCHOOL DISTRICT,NEW YORK,11740,4
UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,NEW YORK,13760,7
FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,NEW YORK,13063,2
FAIRPORT CENTRAL SCHOOL DISTRICT,NEW YORK,14450,8
FALCONER CENTRAL SCHOOL DISTRICT,NEW YORK,14733,3
FALLSBURG CENTRAL SCHOOL DISTRICT,NEW YORK,12733,2
FARMINGDALE UNION FREE SCHOOL DISTRICT,NEW YORK,11735,6
FILLMORE CENTRAL SCHOOL DISTRICT,NEW YORK,14735,1
FISHERS ISLAND UNION FREE SCHOOL DISTRICT,NEW YORK,6390,1
FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,NEW YORK,11001,2
FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12068,3
FORESTVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,14062,2
FORT ANN CENTRAL SCHOOL DISTRICT,NEW YORK,12827,2
FORT EDWARD UNION FREE SCHOOL DISTRICT,NEW YORK,12828,1
FORT PLAIN CENTRAL SCHOOL DISTRICT,NEW YORK,13339,2
FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,NEW YORK,13340,3
FRANKLIN CENTRAL SCHOOL DISTRICT,NEW YORK,13775,1
FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,NEW YORK,11010,3
FRANKLINVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,14737,2
FREDONIA CENTRAL SCHOOL DISTRICT,NEW YORK,14063,4
FREEPORT UNION FREE SCHOOL DISTRICT,NEW YORK,11520,8
FREWSBURG CENTRAL SCHOOL DISTRICT,NEW YORK,14738,2
FRIENDSHIP CENTRAL SCHOOL DISTRICT,NEW YORK,14739,1
FRONTIER CENTRAL SCHOOL DISTRICT,NEW YORK,14075,6
FULTON CITY SCHOOL DISTRICT,NEW YORK,13069,6
GALWAY CENTRAL SCHOOL DISTRICT,NEW YORK,12074,2
GANANDA CENTRAL SCHOOL DISTRICT,NEW YORK,14568,3
GARDEN CITY UNION FREE SCHOOL DISTRICT,NEW YORK,11530,7
GARRISON UNION FREE SCHOOL DISTRICT,NEW YORK,10524,1
GATES-CHILI CENTRAL SCHOOL DISTRICT,NEW YORK,14624,6
GENERAL BROWN CENTRAL SCHOOL DISTRICT,NEW YORK,13634,3
GENESEO CENTRAL SCHOOL DISTRICT,NEW YORK,14454,3
GENEVA CITY SCHOOL DISTRICT,NEW YORK,14456,4
GERMANTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,12526,2
GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12076,1
GLEN COVE CITY SCHOOL DISTRICT,NEW YORK,11542,6
GLENS FALLS CITY SCHOOL DISTRICT,NEW YORK,12801,5
GLOVERSVILLE CITY SCHOOL DISTRICT,NEW YORK,12078,5
GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),NEW YORK,14544,4
GOSHEN CENTRAL SCHOOL DISTRICT,NEW YORK,10924,4
GOUVERNEUR CENTRAL SCHOOL DISTRICT,NEW YORK,13642,3
GOWANDA CENTRAL SCHOOL DISTRICT,NEW YORK,14070,3
GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,NEW YORK,10706,3
GRANVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12832,3
GREAT NECK UNION FREE SCHOOL DISTRICT,NEW YORK,11020,10
GREECE CENTRAL SCHOOL DISTRICT,NEW YORK,14615,17
GREEN ISLAND UNION FREE SCHOOL DISTRICT,NEW YORK,12183,1
GREENBURGH CENTRAL SCHOOL DISTRICT,NEW YORK,10530,5
GREENE CENTRAL SCHOOL DISTRICT,NEW YORK,13778,4
GREENPORT UNION FREE SCHOOL DISTRICT,NEW YORK,11944,2
GREENVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12083,3
GREENWICH CENTRAL SCHOOL DISTRICT,NEW YORK,12834,2
GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,NEW YORK,10925,2
SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,NEW YORK,14141,4
GROTON CENTRAL SCHOOL DISTRICT,NEW YORK,13073,2
GUILDERLAND CENTRAL SCHOOL DISTRICT,NEW YORK,12085,7
HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,NEW YORK,12846,2
HALDANE CENTRAL SCHOOL DISTRICT,NEW YORK,10516,3
HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,NEW YORK,11746,9
HAMBURG CENTRAL SCHOOL DISTRICT,NEW YORK,14075,6
HAMILTON CENTRAL SCHOOL DISTRICT,NEW YORK,13346,2
HAMMOND CENTRAL SCHOOL DISTRICT,NEW YORK,13646,1
HAMMONDSPORT CENTRAL SCHOOL DISTRICT,NEW YORK,14840,2
HAMPTON BAYS UNION FREE SCHOOL DISTRICT,NEW YORK,11946,3
HANCOCK CENTRAL SCHOOL DISTRICT,NEW YORK,13783,2
HANNIBAL CENTRAL SCHOOL DISTRICT,NEW YORK,13074,3
HARBORFIELDS CENTRAL SCHOOL DISTRICT,NEW YORK,11740,4
HARPURSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,13787,2
HARRISON CENTRAL SCHOOL DISTRICT,NEW YORK,10528,6
HARRISVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,13648,2
HARTFORD CENTRAL SCHOOL DISTRICT,NEW YORK,12838,2
HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,NEW YORK,10706,3
HAUPPAUGE UNION FREE SCHOOL DISTRICT,NEW YORK,11788,5
HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),NEW YORK,10923,8
HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,NEW YORK,10532,4
HEMPSTEAD UNION FREE SCHOOL DISTRICT,NEW YORK,11550,10
HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,NEW YORK,10548,5
HERKIMER CENTRAL SCHOOL DISTRICT,NEW YORK,13350,2
HERMON-DEKALB CENTRAL SCHOOL DISTRICT,NEW YORK,13630,1
HERRICKS UNION FREE SCHOOL DISTRICT,NEW YORK,11040,5
HEUVELTON CENTRAL SCHOOL DISTRICT,NEW YORK,13654,1
HICKSVILLE UNION FREE SCHOOL DISTRICT,NEW YORK,11801,9
HIGHLAND CENTRAL SCHOOL DISTRICT,NEW YORK,12528,3
HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,NEW YORK,10928,3
HILTON CENTRAL SCHOOL DISTRICT,NEW YORK,14468,5
HINSDALE CENTRAL SCHOOL DISTRICT,NEW YORK,14743,1
HOLLAND CENTRAL SCHOOL DISTRICT,NEW YORK,14080,3
HOLLAND PATENT CENTRAL SCHOOL DISTRICT,NEW YORK,13354,4
HOLLEY CENTRAL SCHOOL DISTRICT,NEW YORK,14470,2
HOMER CENTRAL SCHOOL DISTRICT,NEW YORK,13077,4
HONEOYE CENTRAL SCHOOL DISTRICT,NEW YORK,14471,2
HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,NEW YORK,14472,4
HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,12154,2
HOOSICK FALLS CENTRAL SCHOOL DISTRICT,NEW YORK,12090,2
HORNELL CITY SCHOOL DISTRICT,NEW YORK,14843,4
HORSEHEADS CENTRAL SCHOOL DISTRICT,NEW YORK,14845,7
SACKETS HARBOR CENTRAL SCHOOL DISTRICT,NEW YORK,13685,1
HUDSON CITY SCHOOL DISTRICT,NEW YORK,12534,3
HUDSON FALLS CENTRAL SCHOOL DISTRICT,NEW YORK,12839,5
GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,NEW YORK,13068,1
HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12485,2
HUNTINGTON UNION FREE SCHOOL DISTRICT,NEW YORK,11746,8
HYDE PARK CENTRAL SCHOOL DISTRICT,NEW YORK,12538,6
KINDERHOOK CENTRAL SCHOOL DISTRICT,NEW YORK,12184,3
INDIAN LAKE CENTRAL SCHOOL DISTRICT,NEW YORK,12842,1
INDIAN RIVER CENTRAL SCHOOL DISTRICT,NEW YORK,13673,8
INLET COMMON SCHOOL DISTRICT,NEW YORK,13360,0
IROQUOIS CENTRAL SCHOOL DISTRICT,NEW YORK,14059,6
WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,NEW YORK,14617,10
HOPEVALE UNION FREE SCHOOL DISTRICT AT HAMBURG,NEW YORK,14075,0
IRVINGTON UNION FREE SCHOOL DISTRICT,NEW YORK,10533,4
ISLAND PARK UNION FREE SCHOOL DISTRICT,NEW YORK,11558,2
ISLAND TREES UNION FREE SCHOOL DISTRICT,NEW YORK,11756,4
ISLIP UNION FREE SCHOOL DISTRICT,NEW YORK,11751,5
ITHACA CITY SCHOOL DISTRICT,NEW YORK,14851,12
JAMESTOWN CITY SCHOOL DISTRICT,NEW YORK,14701,9
JEFFERSON CENTRAL SCHOOL DISTRICT,NEW YORK,12093,1
BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,NEW YORK,11776,6
JERICHO UNION FREE SCHOOL DISTRICT,NEW YORK,11753,5
JOHNSBURG CENTRAL SCHOOL DISTRICT,NEW YORK,12853,1
JOHNSON CITY CENTRAL SCHOOL DISTRICT,NEW YORK,13790,4
JOHNSTOWN CITY SCHOOL DISTRICT,NEW YORK,12095,5
JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,NEW YORK,13080,3
KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,NEW YORK,10536,5
KEENE CENTRAL SCHOOL DISTRICT,NEW YORK,12943,1
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,12924,4
KENDALL CENTRAL SCHOOL DISTRICT,NEW YORK,14476,2
KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,NEW YORK,14223,9
KINGS PARK CENTRAL SCHOOL DISTRICT,NEW YORK,11754,5
KINGSTON CITY SCHOOL DISTRICT,NEW YORK,12401,10
LA FARGEVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,13656,1
LAFAYETTE CENTRAL SCHOOL DISTRICT,NEW YORK,13084,3
LACKAWANNA CITY SCHOOL DISTRICT,NEW YORK,14218,4
LAKE GEORGE CENTRAL SCHOOL DISTRICT,NEW YORK,12845,2
LAKE PLACID CENTRAL SCHOOL DISTRICT,NEW YORK,12946,2
LAKE PLEASANT CENTRAL SCHOOL DISTRICT,NEW YORK,12164,1
EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),NEW YORK,14006,5
LAKELAND CENTRAL SCHOOL DISTRICT,NEW YORK,10588,8
LANCASTER CENTRAL SCHOOL DISTRICT,NEW YORK,14086,7
LANSING CENTRAL SCHOOL DISTRICT,NEW YORK,14882,3
LANSINGBURGH CENTRAL SCHOOL DISTRICT,NEW YORK,12182,4
LAURENS CENTRAL SCHOOL DISTRICT,NEW YORK,13796,1
LAWRENCE UNION FREE SCHOOL DISTRICT,NEW YORK,11559,4
LE ROY CENTRAL SCHOOL DISTRICT,NEW YORK,14482,2
NORTH WARREN CENTRAL SCHOOL DISTRICT,NEW YORK,12817,1
NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,NEW YORK,14590,3
LETCHWORTH CENTRAL SCHOOL DISTRICT,NEW YORK,14066,3
LEVITTOWN UNION FREE SCHOOL DISTRICT,NEW YORK,11756,10
LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,NEW YORK,14174,4
LIBERTY CENTRAL SCHOOL DISTRICT,NEW YORK,12754,3
LINDENHURST UNION FREE SCHOOL DISTRICT,NEW YORK,11757,8
LITTLE FLOWER UNION FREE SCHOOL DISTRICT,NEW YORK,11792,1
LISBON CENTRAL SCHOOL DISTRICT,NEW YORK,13658,1
LITTLE FALLS CITY SCHOOL DISTRICT,NEW YORK,13365,3
LIVERPOOL CENTRAL SCHOOL DISTRICT,NEW YORK,13090,13
LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,NEW YORK,12758,2
LIVONIA CENTRAL SCHOOL DISTRICT,NEW YORK,14487,2
LOCKPORT CITY SCHOOL DISTRICT,NEW YORK,14094,8
LOCUST VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,11560,6
LONG BEACH CITY SCHOOL DISTRICT,NEW YORK,11561,6
LONG LAKE CENTRAL SCHOOL DISTRICT,NEW YORK,12847,1
LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,NEW YORK,13367,3
LYME CENTRAL SCHOOL DISTRICT,NEW YORK,13622,1
LYNBROOK UNION FREE SCHOOL DISTRICT,NEW YORK,11563,7
LYNCOURT UNION FREE SCHOOL DISTRICT,NEW YORK,13208,1
LYNDONVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,14098,2
LYONS CENTRAL SCHOOL DISTRICT,NEW YORK,14489,3
MADISON CENTRAL SCHOOL DISTRICT,NEW YORK,13402,1
MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,NEW YORK,13660,2
MAHOPAC CENTRAL SCHOOL DISTRICT,NEW YORK,10541,6
MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,NEW YORK,13760,4
MALONE CENTRAL SCHOOL DISTRICT,NEW YORK,12953,5
MALVERNE UNION FREE SCHOOL DISTRICT,NEW YORK,11565,4
MAMARONECK UNION FREE SCHOOL DISTRICT,NEW YORK,10543,6
MANHASSET UNION FREE SCHOOL DISTRICT,NEW YORK,11030,4
FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,NEW YORK,13104,6
MARATHON CENTRAL SCHOOL DISTRICT,NEW YORK,13803,2
MARCELLUS CENTRAL SCHOOL DISTRICT,NEW YORK,13108,3
MARGARETVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,12455,1
MARION CENTRAL SCHOOL DISTRICT,NEW YORK,14505,2
MARLBORO CENTRAL SCHOOL DISTRICT,NEW YORK,12547,3
CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,NEW YORK,14225,4
MASSAPEQUA UNION FREE SCHOOL DISTRICT,NEW YORK,11758,9
MASSENA CENTRAL SCHOOL DISTRICT,NEW YORK,13662,5
