LEA_NAME,STATE,ZIP,OP
MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,NEW YORK,11413,1
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,NEW YORK,11106,1
RENAISSANCE CHARTER SCHOOL,NEW YORK,11372,1
RIVERHEAD CHARTER SCHOOL,NEW YORK,11933,1
SISULU-WALKER CHARTER SCHOOL OF HARLEM,NEW YORK,10026,1
BRONX CHARTER SCHOOL FOR THE ARTS,NEW YORK,10474,1
FAMILY LIFE ACADEMY CHARTER SCHOOL,NEW YORK,10452,1
GLOBAL CONCEPTS CHARTER SCHOOL,NEW YORK,14218,1
HARLEM PREP CHARTER SCHOOL,NEW YORK,10035,1
SOUTHSIDE ACADEMY CHARTER SCHOOL,NEW YORK,13207,1
BUFFALO UNITED CHARTER SCHOOL,NEW YORK,14214,1
ENTERPRISE CHARTER SCHOOL,NEW YORK,14203,1
NEW YORK CITY GEOGRAPHIC DISTRICT # 1,NEW YORK,10002,28
NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NEW YORK,10001,118
NEW YORK CITY GEOGRAPHIC DISTRICT # 3,NEW YORK,10025,44
NEW YORK CITY GEOGRAPHIC DISTRICT # 4,NEW YORK,10035,29
HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,NEW YORK,10027,1
NEW YORK CITY GEOGRAPHIC DISTRICT # 5,NEW YORK,10027,27
KIPP STAR COLLEGE PREP CHARTER SCHOOL,NEW YORK,10027,1
NEW YORK CITY GEOGRAPHIC DISTRICT # 6,NEW YORK,10033,46
NEW YORK CITY GEOGRAPHIC DISTRICT # 7,NEW YORK,10451,40
NEW YORK CITY GEOGRAPHIC DISTRICT # 8,NEW YORK,10473,52
NEW YORK CITY GEOGRAPHIC DISTRICT # 9,NEW YORK,10456,69
NEW YORK CITY GEOGRAPHIC DISTRICT #10,NEW YORK,10458,84
NEW YORK CITY GEOGRAPHIC DISTRICT #11,NEW YORK,10469,62
BRONX CHARTER SCHOOL FOR BETTER LEARNING,NEW YORK,10466,1
NEW YORK CITY GEOGRAPHIC DISTRICT #12,NEW YORK,10460,47
NEW YORK CITY GEOGRAPHIC DISTRICT #13,NEW YORK,11238,42
NEW YORK CITY GEOGRAPHIC DISTRICT #15,NEW YORK,11201,48
NEW YORK CITY GEOGRAPHIC DISTRICT #16,NEW YORK,11221,24
NEW YORK CITY GEOGRAPHIC DISTRICT #17,NEW YORK,11213,49
NEW YORK CITY GEOGRAPHIC DISTRICT #18,NEW YORK,11236,33
NEW YORK CITY GEOGRAPHIC DISTRICT #32,NEW YORK,11221,27
NEW YORK CITY GEOGRAPHIC DISTRICT #24,NEW YORK,11368,56
NEW YORK CITY GEOGRAPHIC DISTRICT #26,NEW YORK,11361,33
NEW YORK CITY GEOGRAPHIC DISTRICT #28,NEW YORK,11435,50
NEW YORK CITY GEOGRAPHIC DISTRICT #29,NEW YORK,11428,46
NEW YORK CITY GEOGRAPHIC DISTRICT #30,NEW YORK,11101,50
NEW YORK CITY GEOGRAPHIC DISTRICT #31,NEW YORK,10301,72
SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,NEW YORK,13204,1
BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,NEW YORK,14202,1
WESTERN NEW YORK MARITIME CHARTER SCHOOL,NEW YORK,14204,1
WESTMINSTER COMMUNITY CHARTER SCHOOL,NEW YORK,14240,1
HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,NEW YORK,10027,1
OPPORTUNITY CHARTER SCHOOL,NEW YORK,10026,1
BRONX CHARTER SCHOOL FOR CHILDREN,NEW YORK,10454,1
BRONX LIGHTHOUSE CHARTER SCHOOL,NEW YORK,10459,1
GRAND CONCOURSE ACADEMY CHARTER SCHOOL,NEW YORK,10473,1
BRONX CHARTER SCHOOL FOR EXCELLENCE,NEW YORK,10462,1
EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT,NEW YORK,11233,1
WILLIAMSBURG CHARTER HIGH SCHOOL,NEW YORK,11206,1
BROOKLYN EXCELSIOR CHARTER SCHOOL,NEW YORK,11221,1
PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,NEW YORK,11691,1
NEW YORK CITY GEOGRAPHIC DISTRICT #14,NEW YORK,11206,38
NEW YORK CITY GEOGRAPHIC DISTRICT #19,NEW YORK,11207,49
NEW YORK CITY GEOGRAPHIC DISTRICT #23,NEW YORK,11233,28
NEW YORK CITY GEOGRAPHIC DISTRICT #25,NEW YORK,11354,46
NEW YORK CITY GEOGRAPHIC DISTRICT #27,NEW YORK,11416,63
CANISTEO-GREENWOOD CSD,NEW YORK,14823,2
EASTPORT-SOUTH MANOR CSD,NEW YORK,11949,5
NEW YORK STATE DEPARTMENT OF CORRECTIONS,NEW YORK,12226,1
NEW YORK STATE OFFICE MENTAL HEALTH (OMH),NEW YORK,12208,10
KIPP TECH VALLEY CHARTER SCHOOL,NEW YORK,12201,1
NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS),NEW YORK,12144,12
NEW YORK STATE SCHOOL FOR THE BLIND,NEW YORK,14020,1
URBAN CHOICE CHARTER SCHOOL,NEW YORK,14610,1
NYC SPECIAL SCHOOLS - DISTRICT 75,NEW YORK,10010,59
GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,NEW YORK,10002,1
MANHATTAN CHARTER SCHOOL,NEW YORK,10002,1
HARLEM LINK CHARTER SCHOOL,NEW YORK,10026,1
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,NEW YORK,10027,1
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,NEW YORK,10035,1
HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,NEW YORK,10027,1
NYC AUTISM CHARTER SCHOOL EAST HARLEM,NEW YORK,10029,1
KIPP INFINITY CHARTER SCHOOL,NEW YORK,10027,1
SOUTH BRONX CHARTER SCHOOL,NEW YORK,10454,1
WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,NEW YORK,11211,1
HELLENIC CLASSICAL CHARTER SCHOOL,NEW YORK,11215,1
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,NEW YORK,11203,1
KIPP ALWAYS MENTALLY PREPARED CHARTER SCHOOL,NEW YORK,11213,1
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,NEW YORK,11207,1
UFT CHARTER SCHOOL,NEW YORK,11207,1
NEW YORK CITY GEOGRAPHIC DISTRICT #20,NEW YORK,11209,43
NEW YORK CITY GEOGRAPHIC DISTRICT #21,NEW YORK,11224,40
NEW YORK CITY GEOGRAPHIC DISTRICT #22,NEW YORK,11234,40
NEW YORK STATE SCHOOL FOR THE DEAF,NEW YORK,13440,1
CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE,NEW YORK,10701,1
EXPLORE CHARTER SCHOOL,NEW YORK,11226,1
DEMOCRACY PREPARATORY CHARTER SCHOOL,NEW YORK,10037,1
COMMUNITY ROOTS CHARTER SCHOOL,NEW YORK,11205,1
ELMWOOD VILLAGE CHARTER SCHOOL DAYS PARK,NEW YORK,14201,1
SOUTH BRONX CLASSICAL CHARTER SCHOOL,NEW YORK,10459,1
ALBANY COMMUNITY CHARTER SCHOOL,NEW YORK,12202,1
INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL,NEW YORK,10463,1
NIAGARA CHARTER SCHOOL,NEW YORK,14304,1
HYDE LEADERSHIP CHARTER SCHOOL,NEW YORK,10474,1
ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,NEW YORK,11237,1
NEW HEIGHTS ACADEMY CHARTER SCHOOL,NEW YORK,10031,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,NEW YORK,10026,1
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,NEW YORK,11238,1
LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL,NEW YORK,11216,1
TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL,NEW YORK,14619,1
ICAHN CHARTER SCHOOL 2,NEW YORK,10462,1
KINGS COLLEGIATE CHARTER SCHOOL,NEW YORK,11203,1
GREEN TECH HIGH CHARTER SCHOOL,NEW YORK,12202,1
HENRY JOHNSON CHARTER SCHOOL,NEW YORK,12206,1
NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,NEW YORK,12229,1
NORTHSIDE CHARTER HIGH SCHOOL,NEW YORK,11222,1
PAVE ACADEMY CHARTER SCHOOL,NEW YORK,11231,1
ROCHESTER ACADEMY CHARTER SCHOOL,NEW YORK,14611,1
THE EQUITY PROJECT CHARTER SCHOOL,NEW YORK,10040,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,NEW YORK,10026,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,NEW YORK,10035,1
ICAHN CHARTER SCHOOL 3,NEW YORK,10461,1
BRONX ACADEMY OF PROMISE CHARTER SCHOOL,NEW YORK,10452,1
VOICE CHARTER SCHOOL OF NEW YORK,NEW YORK,11106,1
ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,NEW YORK,10030,1
NYC CHARTER HS - AECI,NEW YORK,10451,1
MOTT HAVEN ACADEMY CHARTER SCHOOL,NEW YORK,10454,1
LA CIMA CHARTER SCHOOL,NEW YORK,11221,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,NEW YORK,10029,1
UNIVERSITY PREP CHARTER HIGH SCHOOL,NEW YORK,10455,1
DREAM CHARTER SCHOOL,NEW YORK,10029,1
BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,NEW YORK,11221,1
BROOKLYN ASCEND CHARTER SCHOOL,NEW YORK,11212,1
BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS,NEW YORK,10451,1
BRONX COMMUNITY CHARTER SCHOOL,NEW YORK,10467,1
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,NEW YORK,11233,1
ALOMA D JOHNSON CHARTER SCHOOL,NEW YORK,14214,0
BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,NEW YORK,11212,1
GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,NEW YORK,10455,1
GROWING UP GREEN CHARTER SCHOOL,NEW YORK,11101,1
EVERGREEN CHARTER SCHOOL,NEW YORK,11550,1
BROOKLYN SCHOLARS CHARTER SCHOOL,NEW YORK,11208,1
NEW ROOTS CHARTER SCHOOL,NEW YORK,14851,1
BROOKLYN PROSPECT CHARTER SCHOOL-CSD 15,NEW YORK,11218,1
TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,NEW YORK,12180,1
LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,NEW YORK,11212,1
EXPLORE EMPOWER CHARTER SCHOOL,NEW YORK,11213,1
ICAHN CHARTER SCHOOL 4,NEW YORK,10461,1
JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,NEW YORK,10311,1
ACADEMY CHARTER SCHOOL,NEW YORK,11550,1
SUMMIT ACADEMY CHARTER SCHOOL,NEW YORK,11231,1
EXCELLENCE GIRLS CHARTER SCHOOL,NEW YORK,11221,1
ACADEMIC LEADERSHIP CHARTER SCHOOL,NEW YORK,10454,1
BROWNSVILLE ASCEND CHARTER SCHOOL,NEW YORK,11212,1
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,NEW YORK,11234,1
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,NEW YORK,11223,1
EQUALITY CHARTER SCHOOL,NEW YORK,10475,1
ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,NEW YORK,12208,1
UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,NEW YORK,14613,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,NEW YORK,10030,1
DEMOCRACY PREP HARLEM CHARTER SCHOOL,NEW YORK,10030,1
SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,NEW YORK,10451,1
SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,NEW YORK,10456,1
CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,NEW YORK,11212,1
BROOKLYN DREAMS CHARTER SCHOOL,NEW YORK,11230,1
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,NEW YORK,11212,1
BUSHWICK ASCEND CHARTER SCHOOL,NEW YORK,11221,1
CHALLENGE PREPARATORY CHARTER SCHOOL,NEW YORK,11691,1
NEW WORLD PREPARATORY CHARTER SCHOOL,NEW YORK,10302,1
HEALTH SCIENCES CHARTER SCHOOL,NEW YORK,14209,1
NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,NEW YORK,10027,1
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,NEW YORK,10034,1
METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,NEW YORK,10452,1
DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,NEW YORK,10456,1
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,NEW YORK,11208,1
BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,NEW YORK,11206,1
HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN,NEW YORK,11207,1
IMAGINE ME LEADERSHIP CHARTER SCHOOL,NEW YORK,11207,1
OCEAN HILL COLLEGIATE CHARTER SCHOOL,NEW YORK,11233,1
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,NEW YORK,11216,1
ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,NEW YORK,11434,1
RIVERTON STREET CHARTER SCHOOL,NEW YORK,11412,1
RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,NEW YORK,10029,1
SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,NEW YORK,10024,1
TRUE NORTH ROCHESTER  PREP-WEST CAMP,NEW YORK,14611,1
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES,NEW YORK,10463,1
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,NEW YORK,10026,1
BROOME STREET ACADEMY CHARTER HIGH SCHOOL,NEW YORK,10013,1
NEW YORK CITY MONTESSORI CHARTER SCHOOL,NEW YORK,10454,1
DISCOVERY CHARTER SCHOOL,NEW YORK,14615,1
NEW VISIONS CHARTER HS-ADV MATH/SCIE,NEW YORK,10463,1
EMBER CHARTER SCHOOL,NEW YORK,11221,1
ICAHN CHARTER SCHOOL 5,NEW YORK,10461,1
AMANI PUBLIC CHARTER SCHOOL,NEW YORK,10550,1
EXPLORE EXCEL CHARTER SCHOOL,NEW YORK,11236,1
ACADEMY OF THE CITY CHARTER SCHOOL,NEW YORK,11377,1
SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,NEW YORK,11206,1
WEST BUFFALO CHARTER SCHOOL,NEW YORK,14213,1
CENTRAL QUEENS ACADEMY CHARTER SCHOOL,NEW YORK,11373,1
NEW VISIONS AIM CHARTER HIGH SCHOOL I,NEW YORK,11212,1
EXPLORE EXCEED CHARTER SCHOOL,NEW YORK,11238,1
LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,NEW YORK,11213,1
SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,NEW YORK,11201,1
NEW DAWN CHARTER HIGH SCHOOL,NEW YORK,11216,1
SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,NEW YORK,11211,1
SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,NEW YORK,11206,1
BEGINNING WITH CHILDREN CHARTER SCHOOL II,NEW YORK,11206,1
URBAN DOVE TEAM CHARTER SCHOOL,NEW YORK,11216,1
CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,NEW YORK,10457,1
NEW VISIONS AIM CHARTER HIGH SCHOOL II,NEW YORK,10459,1
ICAHN CHARTER SCHOOL 6,NEW YORK,10457,1
FAMILY LIFE ACADEMY CHARTER SCHOOL II,NEW YORK,10454,1
MOTT HALL CHARTER SCHOOL,NEW YORK,10456,1
NEW VISIONS CHTR HS-ADV MA/SCI II,NEW YORK,10456,1
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,NEW YORK,10455,1
HEKETI COMMUNITY CHARTER SCHOOL,NEW YORK,10454,1
KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,NEW YORK,10032,1
GLOBAL COMMUNITY CHARTER SCHOOL,NEW YORK,10037,1
NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,NEW YORK,10030,1
DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,NEW YORK,10027,1
MANHATTAN CHARTER SCHOOL II,NEW YORK,10002,1
YOUNG WOMEN'S COLLEGE PREP CHARTER,NEW YORK,14615,1
MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,NEW YORK,11379,1
SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,NEW YORK,10003,1
UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,NEW YORK,13502,1
GREAT OAKS CHARTER SCHOOL,NEW YORK,10002,1
SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,NEW YORK,11205,1
CENTRAL VALLEY CSD AT ILION-MOHAWK,NEW YORK,13357,4
NEW VISIONS CHTR HS-ADV MA/SCI III,NEW YORK,11235,1
SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,NEW YORK,11216,1
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,NEW YORK,10029,1
ICAHN CHARTER SCHOOL 7,NEW YORK,10473,1
NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),NEW YORK,11236,1
MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,NEW YORK,11221,1
UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,NEW YORK,11221,1
SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,NEW YORK,11225,1
SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,NEW YORK,10469,1
HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,NEW YORK,10026,1
SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,NEW YORK,10019,1
BROOKLYN URBAN GARDEN CHARTER SCHOOL,NEW YORK,11215,1
CANARSIE ASCEND CHARTER SCHOOL,NEW YORK,11236,1
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,NEW YORK,10017,1
SOUTH BRONX CLASSICAL CHARTER SCHOOL II,NEW YORK,10454,1
LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,NEW YORK,11236,1
OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,NEW YORK,13452,2
BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,NEW YORK,10454,1
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,NEW YORK,11208,1
SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,NEW YORK,10040,1
BROOKLYN LABORATORY CHARTER SCHOOL,NEW YORK,11201,1
ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,NEW YORK,11207,1
RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,NEW YORK,14612,1
CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,NEW YORK,11226,1
BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,NEW YORK,10451,1
SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,NEW YORK,11422,1
VERTUS CHARTER SCHOOL,NEW YORK,14609,1
SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS,NEW YORK,11413,1
AMERICAN DREAM CHARTER SCHOOL,NEW YORK,10454,1
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,NEW YORK,10473,1
COMPASS CHARTER SCHOOL,NEW YORK,11205,1
SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,NEW YORK,11204,1
SUCCESS ACADEMY CS - BERGEN BEACH,NEW YORK,11234,1
ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,NEW YORK,11221,1
FAMILY LIFE ACADEMY CHARTER SCHOOL III,NEW YORK,10451,1
ROC ACHIEVE CHARTER SCHOOL,NEW YORK,14605,0
BRONX CHARTER SCHOOL FOR BETTER LEARNING II,NEW YORK,10469,1
FINN ACADEMY: AN ELMIRA CHARTER SCHOOL,NEW YORK,14901,1
ROSALYN YALOW CHARTER SCHOOL,NEW YORK,10452,1
NEW VENTURES CHARTER SCHOOL,NEW YORK,10311,1
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,NEW YORK,10455,1
SOUTH BRONX CLASSICAL CHARTER SCHOOL III,NEW YORK,10456,1
CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,NEW YORK,10453,1
INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE),NEW YORK,11201,1
CHARTER SCHOOL OF INQUIRY,NEW YORK,14222,1
NEW VISIONS CHTR HS-ADV MA/SCI IV,NEW YORK,11434,1
STOREFRONT ACADEMY CHARTER SCHOOL,NEW YORK,10455,1
ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL,NEW YORK,10463,1
SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,NEW YORK,10033,1
SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 3,NEW YORK,11221,1
SUCCESS ACADEMY CHARTER SCHOOL-SOUTH JAMAICA,NEW YORK,11436,1
BRONX CHARTER SCHOOL FOR EXCELLENCE 2,NEW YORK,10462,1
ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,NEW YORK,11226,1
CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,NEW YORK,10029,1
COLLEGIATE ACADEMY-MATH-PERSONAL AWA,NEW YORK,11207,1
SUCCESS ACADEMY CHARTER SCHOOL-BUSHWICK,NEW YORK,11221,1
SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,NEW YORK,10451,1
SUCCESS ACADEMY CHARTER SCHOOL-FLATBUSH,NEW YORK,11226,1
AMBER CHARTER SCHOOL KINGSBRIDGE,NEW YORK,10463,1
BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,NEW YORK,11201,1
SUCCESS ACADEMY CHARTER SCHOOL-FAR ROCKAWAY,NEW YORK,11691,1
GROWING UP GREEN CHARTER SCHOOL II,NEW YORK,11432,1
ROCHESTER PREP CHARTER SCHOOL 3,NEW YORK,14621,1
NEW YORK CITY CHARTER SCHOOL OF THE ARTS,NEW YORK,10004,1
WHIN MUSIC COMMUNITY CHARTER SCHOOL,NEW YORK,10032,1
SOUTH BRONX CLASSICAL CHARTER SCHOOL IV,NEW YORK,10459,1
BRONX CHARTER SCHOOL FOR EXCELLENCE 3,NEW YORK,10466,1
LEGACY COLLEGE PREPARATORY CHARTER SCHOOL,NEW YORK,10454,1
SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 6,NEW YORK,10027,1
BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,NEW YORK,11221,1
NYC AUTISM CHARTER SCHOOL BRONX,NEW YORK,10459,1
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES IV,NEW YORK,10017,1
ELMWOOD VILLAGE CHARTER SCHOOL HERTEL,NEW YORK,14207,1
FORTE PREPARATORY ACADEMY CHARTER SCHOOL,NEW YORK,11369,1
BRILLA VERITAS CHARTER SCHOOL,NEW YORK,10451,1
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL 2,NEW YORK,11223,1
SUCCESS ACADEMY CHARTER SCHOOL-HUDSON YARDS,NEW YORK,10018,1
EXPLORATION ELE CS - SCIENCE-TECHNOL,NEW YORK,14613,1
ACADEMY CHARTER SCHOOL-UNIONDALE,NEW YORK,11553,1
BUFFALO COLLEGIATE CHARTER SCHOOL,NEW YORK,14214,1
ZETA CHARTER SCHOOL - INWOOD 1,NEW YORK,10033,1
PERSISTENCE PREPARATORY ACADEMY CHARTER SCHOOL,NEW YORK,14203,1
REACH ACADEMY CHARTER SCHOOL,NEW YORK,14204,1
ONTECH CHARTER HIGH SCHOOL,NEW YORK,13204,1
CYPRESS HILLS ASCEND CHARTER SCHOOL,NEW YORK,11212,1
KIPP FREEDOM CHARTER SCHOOL,NEW YORK,10453,1
ZETA CHARTER SCHOOL - BRONX 1,NEW YORK,10454,1
ELM COMMUNITY CHARTER SCHOOL,NEW YORK,11354,1
LOIS AND RICHARD NICOTRA EARLY COLLEGE CHARTER SCHOOL,NEW YORK,10311,1
BRONX CHARTER SCHOOL FOR EXCELLENCE 4,NEW YORK,10466,1
SYRACUSE ACADEMY OF SCIENCE AND CITIZENSHIP CHARTER SCHOOL,NEW YORK,13207,1
URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUTER SCIENCE,NEW YORK,10472,1
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,NEW YORK,11414,1
EMBLAZE ACADEMY CHARTER SCHOOL,NEW YORK,10474,1
KEY COLLEGIATE CHARTER SCHOOL,NEW YORK,11212,1
EDMUND W GORDON BROOKLYN LABORATORY CHARTER SCHOOL,NEW YORK,11201,1
URBAN DOVE TEAM CHARTER SCHOOL II,NEW YORK,10456,1
TRUXTON ACADEMY CHARTER SCHOOL,NEW YORK,13158,1
BOQUET VALLEY CSD,NEW YORK,12932,2
ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,NEW YORK,14613,1
HARLEM VILLAGE ACADEMY WEST 2 CHARTER SCHOOL,NEW YORK,10027,1
STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,NEW YORK,10035,1
NEIGHBORHOOD CHARTER SCHOOL - BRONX,NEW YORK,10454,1
CREO COLLEGE PREPARATORY CHARTER SCHOOL,NEW YORK,10006,1
AECI II:  NYC CHARTER HS-COMP ENGIN,NEW YORK,10454,1
DREAM CHARTER SCHOOL MOTT HAVEN,NEW YORK,10029,1
UNIVERSITY PREP CHARTER MIDDLE SCHOOL,NEW YORK,10455,1
BOLD CHARTER SCHOOL,NEW YORK,10472,1
BRONX ARTS AND SCIENCE CHARTER SCHOOL,NEW YORK,10465,1
BRONX CHARTER SCHOOL FOR EXCELLENCE 5,NEW YORK,10457,1
CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,NEW YORK,10457,1
KIPP BRONX CHARTER SCHOOL II,NEW YORK,10453,1
KIPP BRONX CHARTER SCHOOL III,NEW YORK,10453,1
BROOKLYN RISE CHARTER SCHOOL,NEW YORK,11220,1
LEEP DUAL LANGUAGE ACADEMY CHARTER SCHOOL,NEW YORK,11220,1
BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,NEW YORK,11218,1
LEFFERTS GARDENS ASCEND CHARTER SCHOOL (LGACS),NEW YORK,11203,1
EAST FLATBUSH ASCEND CHARTER SCHOOL (EFACS),NEW YORK,11203,1
IVY HILL PREPARATORY CHARTER SCHOOL,NEW YORK,11203,1
EAST BROOKLYN ASCEND CHARTER SCHOOL (EBACS),NEW YORK,11208,1
NEW DAWN CHARTER HIGH SCHOOL II,NEW YORK,11432,1
VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,NEW YORK,11370,1
BRIDGE PREPARATORY CHARTER SCHOOL,NEW YORK,10301,1
HELLENIC CLASSICAL CHARTER SCHOOL - STATEN ISLAND,NEW YORK,11215,1
ABBOTT UNION FREE SCHOOL DISTRICT,NEW YORK,10533,0
GLENS FALLS COMMON SCHOOL DISTRICT,NEW YORK,12801,1
SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,NEW YORK,13605,4
